-1.5e0 -5.0e-1 7.625e2 7.625e2
-1.4491531e0 -5.0e-1 6.8202129e2 6.8202129e2
-1.3983063e0 -5.0e-1 6.0858191e2 6.0858191e2
-1.3474594e0 -5.0e-1 5.4173233e2 5.4173233e2
-1.2966125e0 -5.0e-1 4.8103966e2 4.8103966e2
-1.2457655e0 -5.0e-1 4.2608578e2 4.2608578e2
-1.1949187e0 -5.0e-1 3.7647064e2 3.7647064e2
-1.1440718e0 -5.0e-1 3.318091e2 3.318091e2
-1.093225e0 -5.0e-1 2.9173206e2 2.9173206e2
-1.0423781e0 -5.0e-1 2.5588623e2 2.5588623e2
-9.91531e-1 -5.0e-1 2.239349e2 2.239349e2
-9.406842e-1 -5.0e-1 1.9555717e2 1.9555717e2
-8.898373e-1 -5.0e-1 1.7044891e2 1.7044891e2
-8.389905e-1 -5.0e-1 1.4832054e2 1.4832054e2
-7.881436e-1 -5.0e-1 1.2889966e2 1.2889966e2
-7.372966e-1 -5.0e-1 1.1192963e2 1.1192963e2
-6.864497e-1 -5.0e-1 9.716963e1 9.716963e1
-6.356029e-1 -5.0e-1 8.4395184e1 8.4395184e1
-5.84756e-1 -5.0e-1 7.3397668e1 7.3397668e1
-5.339091e-1 -5.0e-1 6.3984654e1 6.3984654e1
-4.830621e-1 -5.0e-1 5.597955e1 5.597955e1
-4.322153e-1 -5.0e-1 4.9222034e1 4.9222034e1
-3.813684e-1 -5.0e-1 4.3567711e1 4.3567711e1
-3.305214e-1 -5.0e-1 3.8888164e1 3.8888164e1
-2.796745e-1 -5.0e-1 3.5071143e1 3.5071143e1
-2.288277e-1 -5.0e-1 3.202041e1 3.202041e1
-1.779808e-1 -5.0e-1 2.9655704e1 2.9655704e1
-1.27134e-1 -5.0e-1 2.7912859e1 2.7912859e1
-7.6287e-2 -5.0e-1 2.674375e1 2.674375e1
-2.544e-2 -5.0e-1 2.6116284e1 2.6116284e1
2.54068e-2 -5.0e-1 2.6014421e1 2.6014421e1
7.62537e-2 -5.0e-1 2.643816e1 2.643816e1
1.271005e-1 -5.0e-1 2.7403494e1 2.7403494e1
1.779475e-1 -5.0e-1 2.894257e1 2.894257e1
2.287944e-1 -5.0e-1 3.110347e1 3.110347e1
2.796413e-1 -5.0e-1 3.3950343e1 3.3950343e1
3.304881e-1 -5.0e-1 3.7563434e1 3.7563434e1
3.81335e-1 -5.0e-1 4.203898e1 4.203898e1
4.32182e-1 -5.0e-1 4.7489272e1 4.7489272e1
4.830289e-1 -5.0e-1 5.4042635e1 5.4042635e1
5.338757e-1 -5.0e-1 6.1843431e1 6.1843431e1
5.847226e-1 -5.0e-1 7.1052094e1 7.1052094e1
6.355695e-1 -5.0e-1 8.1845105e1 8.1845105e1
6.864165e-1 -5.0e-1 9.4414984e1 9.4414984e1
7.372633e-1 -5.0e-1 1.0897023e2 1.0897023e2
7.881102e-1 -5.0e-1 1.257355e2 1.257355e2
8.38957e-1 -5.0e-1 1.44951e2 1.44951e2
8.89804e-1 -5.0e-1 1.6687416e2 1.6687416e2
9.40651e-1 -5.0e-1 1.9177719e2 1.9177719e2
9.914978e-1 -5.0e-1 2.1994894e2 2.1994894e2
1.0423447e0 -5.0e-1 2.5169429e2 2.5169429e2
1.0931915e0 -5.0e-1 2.8733443e2 2.8733443e2
1.1440384e0 -5.0e-1 3.2720518e2 3.2720518e2
1.1948854e0 -5.0e-1 3.7166045e2 3.7166045e2
1.2457323e0 -5.0e-1 4.2106837e2 4.2106837e2
1.2965791e0 -5.0e-1 4.7581519e2 4.7581519e2
1.347426e0 -5.0e-1 5.3630081e2 5.3630081e2
1.3982729e0 -5.0e-1 6.0294289e2 6.0294289e2
1.4491199e0 -5.0e-1 6.7617476e2 6.7617476e2
1.4999667e0 -5.0e-1 7.5644456e2 7.5644456e2

-1.5e0 -4.6610301e-1 7.439714e2 7.439714e2
-1.4491531e0 -4.6610301e-1 6.6450923e2 6.6450923e2
-1.3983063e0 -4.6610301e-1 5.9205145e2 5.9205145e2
-1.3474594e0 -4.6610301e-1 5.2614838e2 5.2614838e2
-1.2966125e0 -4.6610301e-1 4.6636711e2 4.6636711e2
-1.2457655e0 -4.6610301e-1 4.122897e2 4.122897e2
-1.1949187e0 -4.6610301e-1 3.6351593e2 3.6351593e2
-1.1440718e0 -4.6610301e-1 3.1966066e2 3.1966066e2
-1.093225e0 -4.6610301e-1 2.803548e2 2.803548e2
-1.0423781e0 -4.6610301e-1 2.4524506e2 2.4524506e2
-9.91531e-1 -4.6610301e-1 2.1399503e2 2.1399503e2
-9.406842e-1 -4.6610301e-1 1.8628365e2 1.8628365e2
-8.898373e-1 -4.6610301e-1 1.6180603e2 1.6180603e2
-8.389905e-1 -4.6610301e-1 1.4027367e2 1.4027367e2
-7.881436e-1 -4.6610301e-1 1.2141354e2 1.2141354e2
-7.372966e-1 -4.6610301e-1 1.0496948e2 1.0496948e2
-6.864497e-1 -4.6610301e-1 9.07003e1 9.07003e1
-6.356029e-1 -4.6610301e-1 7.8381573e1 7.8381573e1
-5.84756e-1 -4.6610301e-1 6.7804742e1 6.7804742e1
-5.339091e-1 -4.6610301e-1 5.8777333e1 5.8777333e1
-4.830621e-1 -4.6610301e-1 5.11228e1 5.11228e1
-4.322153e-1 -4.6610301e-1 4.4680789e1 4.4680789e1
-3.813684e-1 -4.6610301e-1 3.9306908e1 3.9306908e1
-3.305214e-1 -4.6610301e-1 3.4872752e1 3.4872752e1
-2.796745e-1 -4.6610301e-1 3.1266074e1 3.1266074e1
-2.288277e-1 -4.6610301e-1 2.8390634e1 2.8390634e1
-1.779808e-1 -4.6610301e-1 2.616614e1 2.616614e1
-1.27134e-1 -4.6610301e-1 2.452849e1 2.452849e1
-7.6287e-2 -4.6610301e-1 2.3429495e1 2.3429495e1
-2.544e-2 -4.6610301e-1 2.2837094e1 2.2837094e1
2.54068e-2 -4.6610301e-1 2.2735246e1 2.2735246e1
7.62537e-2 -4.6610301e-1 2.3123921e1 2.3123921e1
1.271005e-1 -4.6610301e-1 2.4019186e1 2.4019186e1
1.779475e-1 -4.6610301e-1 2.5453114e1 2.5453114e1
2.287944e-1 -4.6610301e-1 2.7473785e1 2.7473785e1
2.796413e-1 -4.6610301e-1 3.0145412e1 3.0145412e1
3.304881e-1 -4.6610301e-1 3.354819e1 3.354819e1
3.81335e-1 -4.6610301e-1 3.7778345e1 3.7778345e1
4.32182e-1 -4.6610301e-1 4.294821e1 4.294821e1
4.830289e-1 -4.6610301e-1 4.9186098e1 4.9186098e1
5.338757e-1 -4.6610301e-1 5.6636354e1 5.6636354e1
5.847226e-1 -4.6610301e-1 6.5459427e1 6.5459427e1
6.355695e-1 -4.6610301e-1 7.5831784e1 7.5831784e1
6.864165e-1 -4.6610301e-1 8.794596e1 8.794596e1
7.372633e-1 -4.6610301e-1 1.0201039e2 1.0201039e2
7.881102e-1 -4.6610301e-1 1.1824985e2 1.1824985e2
8.38957e-1 -4.6610301e-1 1.3690474e2 1.3690474e2
8.89804e-1 -4.6610301e-1 1.5823174e2 1.5823174e2
9.40651e-1 -4.6610301e-1 1.8250412e2 1.8250412e2
9.914978e-1 -4.6610301e-1 2.1000983e2 2.1000983e2
1.0423447e0 -4.6610301e-1 2.4105373e2 2.4105373e2
1.0931915e0 -4.6610301e-1 2.7595763e2 2.7595763e2
1.1440384e0 -4.6610301e-1 3.150572e2 3.150572e2
1.1948854e0 -4.6610301e-1 3.5870619e2 3.5870619e2
1.2457323e0 -4.6610301e-1 4.0727275e2 4.0727275e2
1.2965791e0 -4.6610301e-1 4.6114325e2 4.6114325e2
1.347426e0 -4.6610301e-1 5.2071747e2 5.2071747e2
1.3982729e0 -4.6610301e-1 5.8641304e2 5.8641304e2
1.4491199e0 -4.6610301e-1 6.5866331e2 6.5866331e2
1.4999667e0 -4.6610301e-1 7.3791658e2 7.3791658e2

-1.5e0 -4.3220602e-1 7.2567322e2 7.2567322e2
-1.4491531e0 -4.3220602e-1 6.4722697e2 6.4722697e2
-1.3983063e0 -4.3220602e-1 5.757514e2 5.757514e2
-1.3474594e0 -4.3220602e-1 5.1079422e2 5.1079422e2
-1.2966125e0 -4.3220602e-1 4.5192497e2 4.5192497e2
-1.2457655e0 -4.3220602e-1 3.9872342e2 3.9872342e2
-1.1949187e0 -4.3220602e-1 3.5079147e2 3.5079147e2
-1.1440718e0 -4.3220602e-1 3.0774187e2 3.0774187e2
-1.093225e0 -4.3220602e-1 2.692078e2 2.692078e2
-1.0423781e0 -4.3220602e-1 2.3483429e2 2.3483429e2
-9.91531e-1 -4.3220602e-1 2.0428479e2 2.0428479e2
-9.406842e-1 -4.3220602e-1 1.7723961e2 1.7723961e2
-8.898373e-1 -4.3220602e-1 1.5339294e2 1.5339294e2
-8.389905e-1 -4.3220602e-1 1.3245674e2 1.3245674e2
-7.881436e-1 -4.3220602e-1 1.1415768e2 1.1415768e2
-7.372966e-1 -4.3220602e-1 9.8239148e1 9.8239148e1
-6.864497e-1 -4.3220602e-1 8.4460738e1 8.4460738e1
-6.356029e-1 -4.3220602e-1 7.2597745e1 7.2597745e1
-5.84756e-1 -4.3220602e-1 6.2441583e1 6.2441583e1
-5.339091e-1 -4.3220602e-1 5.3799794e1 5.3799794e1
-4.830621e-1 -4.3220602e-1 4.6495816e1 4.6495816e1
-4.322153e-1 -4.3220602e-1 4.0369312e1 4.0369312e1
-3.813684e-1 -4.3220602e-1 3.5275887e1 3.5275887e1
-3.305214e-1 -4.3220602e-1 3.1087138e1 3.1087138e1
-2.796745e-1 -4.3220602e-1 2.7690817e1 2.7690817e1
-2.288277e-1 -4.3220602e-1 2.4990656e1 2.4990656e1
-1.779808e-1 -4.3220602e-1 2.2906406e1 2.2906406e1
-1.27134e-1 -4.3220602e-1 2.1373903e1 2.1373903e1
-7.6287e-2 -4.3220602e-1 2.0345038e1 2.0345038e1
-2.544e-2 -4.3220602e-1 1.9787717e1 1.9787717e1
2.54068e-2 -4.3220602e-1 1.9685884e1 1.9685884e1
7.62537e-2 -4.3220602e-1 2.003951e1 2.003951e1
1.271005e-1 -4.3220602e-1 2.0864676e1 2.0864676e1
1.779475e-1 -4.3220602e-1 2.2193425e1 2.2193425e1
2.287944e-1 -4.3220602e-1 2.4073914e1 2.4073914e1
2.796413e-1 -4.3220602e-1 2.6570277e1 2.6570277e1
3.304881e-1 -4.3220602e-1 2.9762714e1 2.9762714e1
3.81335e-1 -4.3220602e-1 3.3747507e1 3.3747507e1
4.32182e-1 -4.3220602e-1 3.8636946e1 3.8636946e1
4.830289e-1 -4.3220602e-1 4.4559328e1 4.4559328e1
5.338757e-1 -4.3220602e-1 5.1659059e1 5.1659059e1
5.847226e-1 -4.3220602e-1 6.0096527e1 6.0096527e1
6.355695e-1 -4.3220602e-1 7.0048245e1 7.0048245e1
6.864165e-1 -4.3220602e-1 8.1706717e1 8.1706717e1
7.372633e-1 -4.3220602e-1 9.5280424e1 9.5280424e1
7.881102e-1 -4.3220602e-1 1.1099384e2 1.1099384e2
8.38957e-1 -4.3220602e-1 1.2908797e2 1.2908797e2
8.89804e-1 -4.3220602e-1 1.4981941e2 1.4981941e2
9.40651e-1 -4.3220602e-1 1.7346039e2 1.7346039e2
9.914978e-1 -4.3220602e-1 2.0030005e2 2.0030005e2
1.0423447e0 -4.3220602e-1 2.3064296e2 2.3064296e2
1.0931915e0 -4.3220602e-1 2.6481062e2 2.6481062e2
